title|introtext|created|modified
1-03-10 Rom10 - If you confess Jesus is Lord|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0103-Rom10.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2010/0103-Rom10.mp3">Download</a><br />Title: If you confess Jesus is Lord<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Rom 10: 1-13<br />Preached by: Pastor Ken<br /></span>|2010-01-03 06:00:00|2011-02-17 15:21:49
1-17-10 Rom12 - Lessons in Christian Living PartI|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0117-Rom12.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2010/0117-Rom12.mp3">Download</a><br />Title: Lessons in Christian Living PartI<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Rom 12<br />Preached by: Pastor Ken<br /></span>|2010-01-17 06:00:00|2011-02-17 15:21:07
1-24-10 Rom12 - Lessons in Christian Living PartII|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0124-Rom12.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2010/0124-Rom12.mp3">Download</a><br />Title: Lessons in Christian Living PartII<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Rom 12<br />Preached by: Pastor Ken<br /></span>|2010-01-24 06:00:00|2011-02-17 15:23:14
1-31-10 Rom12 - Lessons in Christian Living Part III|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0131-Rom12.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2010/0131-Rom12.mp3">Download</a><br />Title: Lessons in Christian Living Part III<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Rom 12<br />Preached by: Pastor Ken<br /></span>|2010-01-31 06:00:00|2010-01-31 21:18:25
2-7-10 Rom12 - Lessons in Christian Living Part IV|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0207-Rom12.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2010/0207-Rom12.mp3" target="_blank">Download</a><br />Title: Lessons in Christian Living Part IV<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Rom 12<br />Preached by: Pastor Ken<br /></span>|2010-02-07 06:00:00|2010-02-08 03:15:03
2-28-10 Rom13 - Submitting to Authority|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0228-Rom13.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2010/0228-Rom13.mp3">Download</a><br />Title: Submitting To Authority<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Rom 13<br />Preached by: Pastor Ken<br /></span>|2010-02-28 06:00:00|2010-03-03 01:52:13
3-7-10 Rom14 - Days Diet Liberty and Love - Part I|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0307-Rom14.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2010/0307-Rom14.mp3" target="_blank">Download</a><br />Title: Days Diet Liberty and Love - Part I<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Rom 14<br />Preached by: Pastor Ken<br /></span>|2010-03-07 06:00:00|2010-03-14 23:51:23
3-14-10 Rom15 - Days Diet Liberty and Love - Part II|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0314-Rom15.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2010/0314-Rom15.mp3">Download</a><br />Title: Days Diet Liberty and Love - Part II<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Rom 15<br />Preached by: Pastor Ken<br /></span>|2010-03-14 06:00:00|2010-03-14 23:51:50
3-21-10 Rom15 - Joy Peace & Praise|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0321-Rom15.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2010/0321-Rom15.mp3" target="_blank">Download</a><br />Title: Joy Peace &amp; Praise<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Rom 15<br />Preached by: Pastor Ken<br /></span>|2010-03-21 06:00:00|2010-03-21 21:17:53
1-10-10 Rom11 - Grafted In|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0110-Rom11.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2010/0110-Rom11.mp3">Download</a><br />Title: Grafted In<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Rom 11<br />Preached by: Pastor Ken<br /></span>|2010-01-10 06:00:00|2011-02-17 15:21:25
3-28-10 Rom16 Serving Together with Gratitude|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0328-Rom16.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2010/0328-Rom16.mp3" target="_blank">Download</a><br />Title: Serving Together with Gratitude<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Rom 16<br />Preached by: Pastor Ken<br /></span>|2010-03-21 06:00:00|2010-03-28 18:06:43
4-04-10 Rom16 He Is Able To Save|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0404-Rom16.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2010/0404-Rom16.mp3">Download</a><br />Title: He Is Able To Save<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Rom 16<br />Preached by: Pastor Ken<br /></span>|2010-04-04 06:00:00|2010-04-04 22:28:40
4-11-10 Matt 1:1-2 The Seed of Abraham|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0411-Matt1.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2010/0411-Matt1.mp3">Download</a><br />Title: The Seed of Abraham<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Matt 1:1-2<br />Preached by: Pastor Ken<br /></span>|2010-04-11 06:00:00|2010-04-11 18:36:45
4-18-10 Matt 1 Noteable Women|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0418-Matt1.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2010/0418-Matt1.mp3" target="_blank">Download</a><br />Title: Notable Women<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Matt 1<br />Preached by: Pastor Ken<br /></span>|2010-04-18 06:00:00|2010-04-19 00:52:46
4-25-10 Magi|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0425-Matt2.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2010/0425-Matt2.mp3" target="_blank">Download</a><br />Title: Magi<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Matt 2<br />Preached by: Pastor Ken<br /></span>|2010-04-25 06:00:00|2010-04-25 18:16:45
5-02-10 Repent|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0502-Matt3.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2010/0502-Matt3.mp3" target="_blank">Download</a><br />Title: Repent<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Matt 3<br />Preached by: Pastor Ken<br /></span>|2010-05-02 06:00:00|2010-05-02 21:53:27
5-09-10 Temptation|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0509-Matt4.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2010/0509-Matt4.mp3" target="_blank">Download</a><br />Title: Temptation<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Matt 4<br />Preached by: Pastor Ken<br /></span>|2010-05-09 06:00:00|2010-05-09 14:13:56
5-16-10 The Light|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0516-Matt4.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2010/0516-Matt4.mp3">Download</a><br />Title: The Light<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Matt 4<br />Preached by: Pastor Ken<br /></span>|2010-05-16 06:00:00|2010-05-16 18:28:02
5-23-10 The Happy Qualities of Christian Character|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0523-Matt5.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2010/0523-Matt5.mp3">Download</a><br />Title: The Happy Qualities of Christian Character<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Matt 5<br />Preached by: Pastor Ken<br /></span>|2010-05-23 06:00:00|2010-05-23 21:25:44
5-30-10 The Happy Qualities of Christian Character II|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0530-Matt5.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2010/0530-Matt5.mp3" target="_blank">Download</a><br />Title: The Happy Qualities of Christian Character II<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Matt 5<br />Preached by: Pastor Ken<br /></span>|2010-05-30 06:00:00|2010-05-30 22:01:45
6-6-10 Sanctification From the Inside Out|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0606-Matt5.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2010/0606-Matt5.mp3" target="_blank">Download</a><br />Title: Sanctification From The Inside Out<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Matt 5<br />Preached by: Pastor Ken<br /></span>|2010-06-06 06:00:00|2010-06-06 23:11:32
6-13-10 The Story does not end in Failure|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2010/0613-Luke22.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2010/0613-Luke22.mp3">Download</a><br />Title: The Story does not end in Failure<br /><span style="font-family: georgia,times new roman,times,serif;">Main passage: Luke 22:54-62<br />Preached by: Pastor Jim Lancaster<br /></span>|2010-06-13 06:00:00|2010-06-28 23:05:21
